LoanID,Forecast_OverdueAmount,Forecast_NPA_Percent,PredictedRiskScore,PriorityRecoveryFlag
L08173,2818.0,0.26,86.33,No
L08174,4278.0,0.33,72.95,No
L08175,2609.0,0.38,92.85,No
L08176,657.0,0.53,84.01,No
L08177,1640.0,0.11,94.5,No
L08178,4616.0,2.98,64.04,No
L08179,139044.64,25.06,91.1,Yes
L08180,4503.0,0.49,64.41,No
L08181,2036.0,0.92,82.16,No
L08182,874391.8999999998,69.1,82.78,Yes
L08183,4041.0,1.17,63.57,No
L08184,3716.0,0.25,98.12,No
L08185,2248.0,0.16,72.79,No
L08186,721.0,0.08,84.85,No
L08187,561674.8,55.78,88.63,Yes
L08188,348268.83999999985,42.28,63.29,No
L08189,3417.0,0.55,95.63,No
L08190,3294.0,0.59,71.87,No
L08191,387918.85000000003,28.89,67.71,No
L08192,2871.0,0.32,65.28,No
L08193,2686.0,0.22,68.76,No
L08194,167846.77999999997,21.1,82.18,Yes
L08195,175398.46,35.42,68.83,No
L08196,1981.0,1.08,82.19,No
L08197,509.0,0.1,94.19,No
L08198,753.0,0.06,99.25,No
L08199,2510.0,0.23,91.32,No
L08200,3371.0,0.28,71.63,No
L08201,910.0,0.08,73.94,No
L08202,1515.0,0.68,81.61,No
L08203,1426.0,0.51,96.98,No
L08204,2494.0,0.49,82.36,No
L08205,296069.57,60.86,79.16,No
L08206,2945.0,2.02,73.13,No
L08207,1920.0,0.7,77.48,No
L08208,3170.0,0.25,71.43,No
L08209,2827.0,0.31,84.01,No
L08210,104187.24,19.07,92.54,Yes
L08211,4152.0,0.51,93.88,No
L08212,33979.33,7.92,89.57,Yes
L08213,2427.0,0.27,90.3,No
L08214,71547.6,45.22,77.96,No
L08215,4279.0,0.31,86.12,No
L08216,38589.200000000004,9.68,72.14,No
L08217,4334.0,0.35,59.95,No
L08218,4013.0,0.4,91.5,No
L08219,1176.0,0.15,62.04,No
L08220,4673.0,0.33,68.51,No
L08221,3187.0,1.15,60.72,No
L08222,124944.4,56.04,61.62,No
L08223,2993.0,0.58,59.3,No
L08224,450896.48,35.96,89.41,Yes
L08225,1759.0,1.74,92.29,No
L08226,2401.0,0.6,95.07,No
L08227,3401.0,0.51,85.43,No
L08228,635038.64,58.6,90.65,Yes
L08229,1259.0,0.26,81.81,No
L08230,610.0,0.09,98.35,No
L08231,620.0,0.12,77.94,No
L08232,3498.0,1.91,62.1,No
L08233,4230.0,0.38,89.4,No
L08234,55864.0,7.77,94.4,Yes
L08235,944412.96,76.9,68.76,No
L08236,2380.0,0.23,71.4,No
L08237,3160.0,2.36,91.1,No
L08238,976.0,0.13,84.38,No
L08239,92348.38,6.21,97.71,Yes
L08240,3960.0,0.8,77.63,No
L08241,1713.0,0.22,90.23,No
L08242,4865.0,0.49,67.59,No
L08243,2477.0,0.72,96.25,No
L08244,1210.0,0.11,75.42,No
L08245,1870.0,0.19,84.04,No
L08246,1769.0,0.3,81.04,No
L08247,277355.25999999995,59.98,68.92,No
L08248,4837.0,0.35,70.35,No
L08249,39458.47,16.85,76.59,No
L08250,180521.70999999996,26.69,70.56,No
L08251,544312.4,46.84,62.08,No
L08252,3084.0,1.16,95.63,No
L08253,264303.63,18.84,75.66,No
L08254,481360.9899999999,59.2,78.22,No
L08255,2921.0,0.37,82.34,No
L08256,1538.0,0.23,91.85,No
L08257,910072.7999999998,69.59,64.47,No
L08258,915168.9399999998,64.21,83.41,Yes
L08259,1516.0,0.25,70.69,No
L08260,4733.0,0.57,94.91,No
L08261,1858.0,0.37,83.79,No
L08262,4299.0,0.74,67.66,No
L08263,2471.0,2.71,72.58,No
L08264,54623.89,4.59,63.41,No
L08265,221645.0,15.23,92.05,Yes
L08266,3096.0,0.27,78.1,No
L08267,593303.1000000001,74.03,64.9,No
L08268,3334.0,0.27,63.52,No
L08269,4131.0,0.32,100.27,No
L08270,2007.0,0.24,95.24,No
L08271,800643.36,56.83,77.04,No
L08272,3405.0,3.63,81.15,No
L08273,1360.0,2.1,80.46,No
L08274,3869.0,2.3,81.1,No
L08275,92740.15999999999,69.26,75.01,No
L08276,2173.0,0.33,72.23,No
L08277,594.0,0.04,71.07,No
L08278,621.0,0.06,63.3,No
L08279,3007.0,0.3,63.03,No
L08280,1533.0,0.25,59.51,No
L08281,1569.0,0.19,79.89,No
L08282,1282.0,0.26,88.77,No
L08283,2177.0,0.27,65.06,No
L08284,3115.0,0.28,81.82,No
L08285,3875.0,0.45,69.67,No
L08286,1431.0,0.22,62.68000000000001,No
L08287,873284.8799999999,68.49,63.980000000000004,No
L08288,4485.0,0.96,83.11,No
L08289,1454.0,0.19,,No
L08290,645056.4800000001,43.93,83.58,Yes
L08291,815593.68,56.15,64.43,No
L08292,957.0,1.62,93.78,No
L08293,3377.0,0.41,59.95,No
L08294,2218.0,0.41,72.1,No
L08295,1246.0,0.26,90.7,No
L08296,1098.0,0.12,86.22,No
L08297,2417.0,0.35,69.65,No
L08298,4960.0,0.45,70.67,No
L08299,4273.0,4.78,82.31,No
L08300,2582.0,0.19,86.69,No
L08301,3869.0,0.44,87.34,No
L08302,580.0,0.06,86.2,No
L08303,1570.0,0.17,91.54,No
L08304,4785.0,0.32,78.16,No
L08305,971702.96,65.65,82.86,Yes
L08306,478202.9000000001,51.18,76.9,No
L08307,465004.63000000006,44.64,90.68,Yes
L08308,312806.80000000005,33.03,70.82,No
L08309,3212.0,0.64,69.84,No
L08310,3342.0,1.01,90.64,No
L08311,319046.68000000005,50.32,85.86,Yes
L08312,1407.0,0.14,90.67,No
L08313,89834.19999999998,68.49,64.87,No
L08314,4272.0,0.54,76.89,No
L08315,1885.0,0.29,80.01,No
L08316,1402.0,0.17,91.42,No
L08317,3108.0,0.24,77.47,No
L08318,3589.0,3.02,78.09,No
L08319,1491.0,0.13,71.3,No
L08320,611.0,0.06,93.45,No
L08321,2523.0,0.73,98.64,No
L08322,2078.0,0.19,80.1,No
L08323,3968.0,0.52,80.05,No
L08324,1072.0,0.14,,No
L08325,3754.0,0.5,69.41,No
L08326,2477.0,0.17,79.58,No
L08327,3165.0,0.22,68.58,No
L08328,3183.0,0.23,85.98,No
L08329,859993.7100000001,64.38,79.89,No
L08330,734.0,0.7,86.07,No
L08331,4464.0,0.71,68.8,No
L08332,2037.0,0.15,91.38,No
L08333,2522.0,0.22,60.66,No
L08334,1450.0,0.2,84.84,No
L08335,879.0,0.08,94.92,No
L08336,3705.0,1.05,92.38,No
L08337,773.0,0.08,92.18,No
L08338,391702.75000000006,47.6,66.79,No
L08339,1117.0,0.13,88.04,No
L08340,693616.48,63.25,78.29,No
L08341,1029339.7000000001,72.12,71.6,No
L08342,102361.09999999999,23.65,75.87,No
L08343,586895.64,51.07,64.97999999999999,No
L08344,3348.0,0.34,89.18,No
L08345,2801.0,0.26,86.64,No
L08346,3835.0,0.57,65.95,No
L08347,1880.0,0.13,80.22,No
L08348,215620.84000000003,28.92,63.06,No
L08349,64225.25000000002,28.38,74.22,No
L08350,529599.44,51.07,65.72,No
L08351,2794.0,1.18,82.22,No
L08352,2998.0,0.58,60.49,No
L08353,304301.52,79.95,,No
L08354,820.0,0.1,72.4,No
L08355,54477.65,9.84,91.19,Yes
L08356,911.0,0.32,,No
L08357,3978.0,0.33,81.36,No
L08358,165401.50999999998,22.68,70.71,No
L08359,4524.0,0.64,78.36,No
L08360,3648.0,0.27,67.82,No
L08361,253910.24,30.54,100.7,Yes
L08362,208333.28,19.3,78.16,No
L08363,217846.2099999999,41.44,94.3,Yes
L08364,4643.0,0.54,62.120000000000005,No
L08365,695264.2399999999,63.02,83.03,Yes
L08366,177989.00000000006,37.09,87.17,Yes
L08367,3200.0,0.31,92.77,No
L08368,184311.69000000003,21.07,78.95,No
L08369,287320.80999999994,42.28,58.41,No
L08370,691.0,0.06,68.19,No
L08371,228238.03999999992,44.8,72.94,No
L08372,80533.6,7.42,73.42,No
L08373,4955.0,0.58,64.6,No
L08374,1803.0,0.44,59.02,No
L08375,3121.0,0.31,78.27,No
L08376,2179.0,0.16,85.73,No
L08377,4694.0,0.94,68.97,No
L08378,672050.8999999998,54.73,89.06,Yes
L08379,1904.0,0.35,90.51,No
L08380,4989.0,0.4,78.04,No
L08381,66838.63,53.83,83.48,Yes
L08382,2205.0,3.65,75.25,No
L08383,139920.88000000003,65.31,76.63,No
L08384,1503.0,0.11,82.98,No
L08385,1432.0,0.17,71.11,No
L08386,3871.0,0.42,78.54,No
L08387,3294.0,0.26,86.01,No
L08388,4984.0,4.04,97.62,No
L08389,290981.96,47.6,97.75,Yes
L08390,990.0,0.1,93.67,No
L08391,2605.0,0.41,93.54,No
L08392,3397.0,3.52,66.42,No
L08393,2684.0,0.27,99.91,No
L08394,31176.5,5.05,69.67,No
L08395,2666.0,3.42,91.7,No
L08396,26394.2,8.88,83.66,Yes
L08397,559.0,0.15,90.71,No
L08398,4744.0,0.6,97.31,No
L08399,590.0,0.18,93.15,No
L08400,167775.2,29.23,89.84,Yes
L08401,3186.0,0.28,68.05,No
L08402,121005.6,9.91,97.54,Yes
L08403,115142.92,9.57,67.46,No
L08404,4646.0,0.44,81.0,No
L08405,4031.0,0.48,80.59,No
L08406,1269.0,0.15,82.23,No
L08407,161720.56,11.29,91.2,Yes
L08408,4871.0,0.37,79.45,No
L08409,142216.54,14.33,79.81,No
L08410,4060.0,0.56,84.7,No
L08411,1980.0,0.18,83.61,No
L08412,4440.0,3.15,,No
L08413,664113.2,46.78,62.03,No
L08414,4708.0,0.56,73.1,No
L08415,544.0,0.07,95.82,No
L08416,4454.0,0.94,97.17,No
L08417,4088.0,7.44,86.34,No
L08418,2325.0,1.68,70.22,No
L08419,104108.48000000003,24.13,66.72999999999999,No
L08420,859.0,0.1,101.03,No
L08421,2594.0,1.52,93.05,No
L08422,2733.0,0.19,73.52,No
L08423,1643.0,0.25,87.55,No
L08424,95296.1,18.73,98.65,Yes
L08425,418698.18,51.59,64.39,No
L08426,860.0,0.6,85.81,No
L08427,4399.0,0.34,96.86,No
L08428,469526.68000000005,65.45,95.62,Yes
L08429,4444.0,1.44,71.2,No
L08430,3374.0,1.19,98.13,No
L08431,3059.0,0.53,71.92,No
L08432,657472.6,74.6,70.13,No
L08433,677.0,0.1,63.77,No
L08434,83904.06,9.17,62.61,No
L08435,3972.0,0.37,88.7,No
L08436,211097.72,18.59,70.76,No
L08437,1191.0,0.19,95.9,No
L08438,4516.0,0.41,97.45,No
L08439,3695.0,1.45,65.54,No
L08440,4583.0,0.58,77.76,No
L08441,2169.0,1.4,90.84,No
L08442,891.0,0.22,86.62,No
L08443,3180.0,0.36,61.040000000000006,No
L08444,466578.0599999999,41.52,74.55,No
L08445,2484.0,1.32,82.87,No
L08446,4291.0,1.23,84.79,No
L08447,834370.3,56.06,95.75,Yes
L08448,2415.0,0.45,63.19,No
L08449,1350.0,0.29,78.73,No
L08450,3260.0,1.88,93.11,No
L08451,2910.0,0.28,98.75,No
L08452,1319.0,0.17,66.01,No
L08453,4870.0,1.75,84.19,No
L08454,2361.0,0.24,57.05,No
L08455,798.0,0.1,72.63,No
L08456,4366.0,0.5,74.35,No
L08457,4305.0,0.29,73.49,No
L08458,1553.0,1.7,83.36,No
L08459,537610.22,39.05,58.6,No
L08460,3875.0,0.3,95.42,No
L08461,3011.0,0.46,73.42,No
L08462,4352.0,0.33,65.86,No
L08463,3447.0,0.35,76.89,No
L08464,1797.0,0.13,81.05,No
L08465,793.0,0.09,62.03,No
L08466,2584.0,0.71,89.16,No
L08467,1810.0,0.2,91.76,No
L08468,226225.43999999994,73.06,,No
L08469,775.0,0.3,70.25,No
L08470,396401.30000000016,39.7,100.14,Yes
L08471,4443.0,0.31,90.97,No
L08472,4159.0,0.46,71.11,No
L08473,4773.0,0.4,85.7,No
L08474,186751.46,63.49,61.95,No
L08475,4392.0,0.44,65.62,No
L08476,3769.0,0.34,77.34,No
L08477,4674.0,4.24,90.37,No
L08478,2013.0,1.05,96.77,No
L08479,1407.0,0.12,98.87,No
L08480,4047.0,0.59,86.98,No
L08481,2699.0,0.42,88.54,No
L08482,1368.0,0.1,77.91,No
L08483,3142.0,0.21,66.18,No
L08484,2992.0,0.26,67.89,No
L08485,650347.94,54.23,97.86,Yes
L08486,1487.0,0.42,79.33,No
L08487,2770.0,0.84,90.1,No
L08488,3400.0,0.23,65.6,No
L08489,783.0,0.07,84.78,No
L08490,4979.0,0.48,68.95,No
L08491,258993.1,55.7,89.54,Yes
L08492,4829.0,0.36,67.55,No
L08493,59278.92,51.8,86.53,Yes
L08494,2159.0,0.48,69.89,No
L08495,1864.0,0.6,88.93,No
L08496,4194.0,0.39,77.61,No
L08497,3436.0,0.32,76.08,No
L08498,914.0,0.11,71.13,No
L08499,2036.0,3.53,88.82,No
L08500,1847.0,0.14,66.43,No
L08501,1567.0,0.11,91.39,No
L08502,109245.1,31.82,88.69,Yes
L08503,2862.0,0.23,78.54,No
L08504,2872.0,0.2,95.13,No
L08505,1078.0,0.21,89.45,No
L08506,4406.0,1.38,73.56,No
L08507,383631.02999999997,26.14,91.62,Yes
L08508,1476.0,1.08,63.86,No
L08509,1293.0,0.29,,No
L08510,4464.0,0.4,63.120000000000005,No
L08511,1040.0,0.11,101.06,No
L08512,4974.0,0.48,60.94,No
L08513,1432.0,0.13,67.08,No
L08514,3405.0,0.33,79.68,No
L08515,4704.0,0.86,80.77,No
L08516,1702.0,0.34,84.0,No
L08517,189026.01999999996,28.16,85.86,Yes
L08518,2999.0,0.25,60.06,No
L08519,3928.0,0.28,,No
L08520,1044.0,0.15,,No
L08521,27632.629999999997,15.85,67.15,No
L08522,1461.0,0.1,83.71,No
L08523,3726.0,2.24,,No
L08524,127079.87999999999,45.27,78.68,No
L08525,3752.0,0.29,70.11,No
L08526,3143.0,0.37,73.25,No
L08527,4277.0,0.76,69.63,No
L08528,1577.0,0.11,92.02,No
L08529,35629.62,2.47,81.13,No
L08530,2870.0,0.54,65.9,No
L08531,67212.72,5.13,84.14,No
L08532,2327.0,0.23,98.23,No
L08533,4058.0,0.91,89.48,No
L08534,2421.0,0.17,92.76,No
L08535,14569.89,10.3,99.76,Yes
L08536,1438.0,0.28,64.34,No
L08537,2708.0,0.43,89.07,No
L08538,1489.0,0.14,85.13,No
L08539,1997.0,1.89,60.3,No
L08540,3245.0,0.24,91.35,No
L08541,4036.0,0.4,70.08,No
L08542,1790.0,0.4,92.76,No
L08543,2128.0,0.21,89.58,No
L08544,2630.0,0.32,88.99,No
L08545,3802.0,0.71,88.17,No
L08546,2166.0,2.37,80.33,No
L08547,4935.0,0.58,92.12,No
L08548,3188.0,1.88,,No
L08549,2949.0,0.24,67.84,No
L08550,1653.0,0.93,70.91,No
L08551,4991.0,0.74,69.35,No
L08552,2016.0,0.3,65.86,No
L08553,1841.0,0.21,100.06,No
L08554,4039.0,3.76,81.76,No
L08555,1048.0,0.3,83.0,No
L08556,4040.0,1.19,73.92,No
L08557,4271.0,0.46,87.98,No
L08558,2936.0,0.68,76.55,No
L08559,2888.0,1.11,88.95,No
L08560,747.0,0.98,93.24,No
L08561,782674.51,61.69,84.62,Yes
L08562,896.0,0.06,86.3,No
L08563,507564.12,47.45,87.69,Yes
L08564,2309.0,0.36,80.62,No
L08565,856.0,0.38,88.65,No
L08566,384062.11999999994,51.98,65.61,No
L08567,1130.0,0.16,66.44,No
L08568,1234.0,0.19,94.06,No
L08569,56691.049999999996,9.47,65.68,No
L08570,4146.0,0.54,81.67,No
L08571,3919.0,2.51,77.75,No
L08572,2765.0,2.62,73.28,No
L08573,3905.0,2.74,96.81,No
L08574,4847.0,1.43,87.24,No
L08575,262444.75,57.91,89.6,Yes
L08576,176908.08,59.82,102.66,Yes
L08577,905.0,0.22,101.02,No
L08578,2100.0,0.66,93.79,No
L08579,3022.0,1.13,81.06,No
L08580,510.0,0.11,74.75,No
L08581,3478.0,0.56,92.22,No
L08582,1615.0,0.14,101.02,No
L08583,618118.7000000001,43.06,98.62,Yes
L08584,1659.0,0.12,85.92,No
L08585,3955.0,0.53,88.33,No
L08586,1139.0,0.16,71.87,No
L08587,140953.41999999998,60.69,71.86,No
L08588,3448.0,0.24,82.91,No
L08589,1816.0,0.16,67.78,No
L08590,2161.0,0.17,73.42,No
L08591,3658.0,0.94,80.21,No
L08592,4204.0,0.67,96.38,No
L08593,127489.48000000001,64.12,96.12,Yes
L08594,1749.0,0.12,66.64,No
L08595,4979.0,1.07,66.15,No
L08596,373708.16000000015,40.88,68.77,No
L08597,2472.0,0.91,81.24,No
L08598,90549.8,7.46,93.53,Yes
L08599,89117.50000000001,27.83,81.36,Yes
L08600,2401.0,0.2,95.39,No
L08601,1507.0,0.24,85.86,No
L08602,2609.0,0.29,80.86,No
L08603,4461.0,1.01,88.04,No
L08604,2092.0,0.16,94.19,No
L08605,3974.0,0.35,69.99,No
L08606,343997.1800000001,61.03,74.73,No
L08607,4241.0,0.47,70.32,No
L08608,1349.0,0.57,79.89,No
L08609,549.0,0.19,75.26,No
L08610,2132.0,0.26,72.64,No
L08611,3528.0,0.36,85.14,No
L08612,2160.0,0.25,73.6,No
L08613,728.0,0.08,92.5,No
L08614,3555.0,0.32,89.72,No
L08615,1515.0,0.11,92.78,No
L08616,3528.0,0.58,65.71,No
L08617,611.0,0.07,73.93,No
L08618,290395.35000000003,21.59,81.44,Yes
L08619,2273.0,0.31,93.98,No
L08620,2814.0,0.4,76.64,No
L08621,4487.0,0.39,86.73,No
L08622,2729.0,0.21,81.73,No
L08623,2583.0,0.23,60.15,No
L08624,4622.0,2.37,76.34,No
L08625,1981.0,0.27,86.51,No
L08626,3192.0,0.89,86.48,No
L08627,4936.0,0.97,94.46,No
L08628,4880.0,0.67,80.12,No
L08629,234276.86000000002,63.11,87.89,Yes
L08630,4553.0,0.57,79.19,No
L08631,1997.0,0.2,72.64,No
L08632,4772.0,0.36,74.25,No
L08633,4059.0,1.14,65.2,No
L08634,31803.58,6.36,80.07,Yes
L08635,3120.0,0.49,93.62,No
L08636,1040.0,0.28,63.47,No
L08637,2217.0,0.42,83.42,No
L08638,155111.5,11.65,67.74,No
L08639,2005.0,0.8,86.02,No
L08640,2927.0,0.42,63.47,No
L08641,757.0,0.15,,No
L08642,3907.0,2.41,60.66,No
L08643,9184.66,4.85,74.26,No
L08644,564276.0,47.49,83.25,Yes
L08645,1382.0,0.11,69.26,No
L08646,487798.55999999994,43.36,61.61,No
L08647,3280.0,0.39,94.37,No
L08648,4503.0,0.38,96.56,No
L08649,151575.80000000002,56.05,79.05,No
L08650,586.0,0.05,94.11,No
L08651,4952.0,0.75,95.25,No
L08652,517632.9600000001,45.49,79.9,No
L08653,1929.0,0.51,78.55,No
L08654,2803.0,0.22,83.39,No
L08655,4753.0,0.54,91.16,No
L08656,3527.0,5.82,92.01,No
L08657,2847.0,0.35,83.41,No
L08658,1294.0,0.26,88.1,No
L08659,1037.0,0.78,69.24,No
L08660,1091.0,0.16,91.1,No
L08661,1637.0,0.33,61.27,No
L08662,22339.18,6.45,84.68,Yes
L08663,4767.0,0.86,88.79,No
L08664,1876.0,0.6,95.73,No
L08665,1108.0,0.23,74.45,No
L08666,23645.48,10.88,62.45,No
L08667,1428.0,0.83,75.05,No
L08668,779968.0000000001,56.95,80.35,Yes
L08669,4831.0,0.36,92.03,No
L08670,860397.3000000002,68.8,69.26,No
L08671,2174.0,0.57,66.62,No
L08672,1907.0,0.17,68.57,No
L08673,3042.0,0.34,72.01,No
L08674,4783.0,3.85,97.03,No
L08675,3007.0,0.22,69.25,No
L08676,756556.61,50.54,79.11,No
L08677,1626.0,0.15,77.73,No
L08678,3208.0,0.83,65.98,No
L08679,222440.53000000003,26.05,62.25,No
L08680,4294.0,2.06,98.48,No
L08681,175713.52,36.36,90.62,Yes
L08682,1154.0,0.11,100.4,No
L08683,145518.80000000002,29.91,72.37,No
L08684,3045.0,1.16,82.53,No
L08685,4456.0,7.32,69.98,No
L08686,2921.0,0.33,73.28,No
L08687,4836.0,0.33,90.97,No
L08688,358453.25,47.67,78.57,No
L08689,205786.5,57.44,65.27,No
L08690,3621.0,0.5,57.12,No
L08691,1724.0,0.19,72.21,No
L08692,229319.58,18.92,70.15,No
L08693,4396.0,0.62,88.97,No
L08694,4177.0,1.39,90.0,No
L08695,88834.09,27.54,92.69,Yes
L08696,2342.0,0.17,77.33,No
L08697,203356.68,51.8,84.76,Yes
L08698,650476.6,58.83,80.28,Yes
L08699,1473.0,0.33,70.63,No
L08700,248615.8,22.71,81.61,Yes
L08701,1790.0,1.09,75.16,No
L08702,66171.2,18.87,72.72,No
L08703,2505.0,0.39,99.6,No
L08704,2373.0,0.3,66.2,No
L08705,2867.0,0.51,88.3,No
L08706,334000.2,37.89,81.43,Yes
L08707,3541.0,0.68,,No
L08708,248572.72,24.05,63.5,No
L08709,4505.0,0.57,72.23,No
L08710,933.0,0.09,90.05,No
L08711,384194.1200000001,56.92,91.79,Yes
L08712,2115.0,0.16,89.77,No
L08713,3300.0,0.55,86.03,No
L08714,4007.0,0.81,72.69,No
L08715,53137.76,6.19,90.93,Yes
L08716,959.0,0.12,67.27,No
L08717,402809.44,50.27,66.34,No
L08718,1140.0,0.09,79.06,No
L08719,1150.0,0.13,,No
L08720,210287.25,15.77,82.4,Yes
L08721,2331.0,0.25,85.66,No
L08722,973.0,1.19,84.99,No
L08723,2929.0,0.22,63.56,No
L08724,4116.0,0.32,97.6,No
L08725,35300.549999999996,29.21,84.49,Yes
L08726,1535.0,0.66,97.92,No
L08727,4904.0,0.57,80.75,No
L08728,2860.0,2.55,60.07,No
L08729,643.0,0.1,91.74,No
L08730,3430.0,0.23,84.07,No
L08731,3460.0,1.15,63.77,No
L08732,239150.08,68.56,81.33,Yes
L08733,1645.0,0.16,98.31,No
L08734,30211.719999999994,26.56,67.14,No
L08735,717.0,0.06,74.99,No
L08736,1839.0,0.54,87.33,No
L08737,993.0,0.12,93.02,No
L08738,222292.92,54.12,85.03,Yes
L08739,3251.0,0.32,86.2,No
L08740,1493.0,0.17,72.74,No
L08741,914.0,0.06,60.39,No
L08742,3428.0,0.49,91.75,No
L08743,2780.0,0.21,95.81,No
L08744,415025.20000000007,46.9,97.79,Yes
L08745,1523.0,0.11,77.5,No
L08746,4488.0,0.95,70.72,No
L08747,4541.0,0.54,97.43,No
L08748,563.0,0.09,96.55,No
L08749,4938.0,3.39,80.88,No
L08750,793.0,0.09,82.06,No
L08751,1448.0,0.12,84.14,No
L08752,3382.0,0.39,69.87,No
L08753,4740.0,1.04,92.4,No
L08754,2710.0,0.63,65.67,No
L08755,1474.0,0.37,67.18,No
L08756,3311.0,0.23,86.29,No
L08757,199247.09999999998,31.68,90.9,Yes
L08758,149913.27000000002,29.43,86.97,Yes
L08759,511.0,0.08,78.52,No
L08760,3403.0,1.56,84.11,No
L08761,3742.0,1.12,76.74,No
L08762,3907.0,0.5,82.51,No
L08763,1574.0,0.13,,No
L08764,583.0,0.04,58.57,No
L08765,722.0,0.06,65.54,No
L08766,563.0,0.04,90.42,No
L08767,1669.0,0.72,74.65,No
L08768,4009.0,3.66,78.36,No
L08769,4076.0,2.0,85.72,No
L08770,4947.0,0.54,84.53,No
L08771,1525.0,0.18,91.64,No
L08772,3018.0,0.29,72.79,No
L08773,3350.0,0.57,84.98,No
L08774,1280.0,0.21,74.59,No
L08775,2246.0,0.27,82.64,No
L08776,25105.16,15.25,68.44,No
L08777,4929.0,0.41,95.43,No
L08778,155342.08,11.19,76.48,No
L08779,279043.8,45.62,71.75,No
L08780,238630.21999999997,21.26,66.46000000000001,No
L08781,3974.0,0.47,82.75,No
L08782,3715.0,0.95,77.3,No
L08783,4302.0,2.9,67.86,No
L08784,1378.0,0.34,89.31,No
L08785,3423.0,0.37,66.59,No
L08786,33295.369999999995,30.73,68.66,No
L08787,4031.0,0.32,80.97,No
L08788,2707.0,0.19,74.95,No
L08789,4347.0,2.54,,No
L08790,3902.0,0.96,85.99,No
L08791,802.0,0.08,79.45,No
L08792,4348.0,0.36,76.86,No
L08793,4564.0,0.83,93.27,No
L08794,4028.0,0.51,79.43,No
L08795,3825.0,0.28,97.17,No
L08796,2449.0,0.4,95.27,No
L08797,4056.0,2.41,66.15,No
L08798,764591.3199999997,51.23,68.68,No
L08799,3132.0,1.01,81.9,No
L08800,11340.64,9.39,80.29,Yes
L08801,1820.0,0.28,58.83,No
L08802,3792.0,1.68,80.6,No
L08803,3054.0,0.21,87.61,No
L08804,3183.0,0.53,82.07,No
L08805,541013.02,43.37,91.78,Yes
L08806,3559.0,1.16,79.71,No
L08807,78311.19,31.16,90.67,Yes
L08808,92852.44,9.37,84.89,Yes
L08809,3990.0,0.29,92.46,No
L08810,2911.0,1.35,67.35,No
L08811,3930.0,0.43,95.44,No
L08812,3235.0,1.87,,No
L08813,4501.0,0.37,86.21,No
L08814,786152.72,57.45,80.08,Yes
L08815,4339.0,0.45,61.25,No
L08816,783.0,0.07,78.03,No
L08817,13207.5,10.13,90.28,Yes
L08818,2343.0,1.5,,No
L08819,4072.0,1.31,66.52,No
L08820,3311.0,0.74,75.85,No
L08821,717.0,0.06,72.06,No
L08822,4166.0,0.61,82.45,No
L08823,91430.30000000002,55.93,91.66,Yes
L08824,3138.0,0.24,78.43,No
L08825,743517.2,49.87,65.73,No
L08826,2142.0,0.3,81.76,No
L08827,3287.0,0.41,62.47,No
L08828,14019.92,8.56,70.43,No
L08829,377888.85000000003,62.42,84.06,Yes
L08830,3272.0,0.56,80.19,No
L08831,1557.0,0.11,94.96,No
L08832,416321.89999999997,41.32,92.24,Yes
L08833,662.0,0.06,74.02,No
L08834,2714.0,1.15,68.74,No
L08835,26280.3,4.02,99.28,Yes
L08836,3714.0,1.13,73.27,No
L08837,4571.0,0.35,65.57,No
L08838,4919.0,1.82,87.62,No
L08839,1350.0,0.2,73.5,No
L08840,2772.0,2.17,87.53,No
L08841,231290.5,23.85,96.03,Yes
L08842,247903.91999999998,33.11,68.77,No
L08843,267683.9,34.67,78.61,No
L08844,558.0,0.28,74.94,No
L08845,198451.55000000002,24.95,98.98,Yes
L08846,419017.29999999993,48.3,86.75,Yes
L08847,3023.0,0.21,63.21,No
L08848,2654.0,2.7,65.92,No
L08849,4688.0,0.34,66.13,No
L08850,1586.0,0.21,58.59,No
L08851,169934.61000000002,47.91,75.32,No
L08852,3069.0,0.3,69.65,No
L08853,1859.0,0.23,72.16,No
L08854,4611.0,1.22,81.57,No
L08855,177743.09999999998,18.54,66.52,No
L08856,4451.0,0.6,96.7,No
L08857,122007.25999999998,11.63,91.57,Yes
L08858,764320.8500000002,72.85,63.730000000000004,No
L08859,3580.0,0.49,72.49,No
L08860,4189.0,0.68,99.32,No
L08861,1383.0,0.98,66.81,No
L08862,1981.0,0.26,66.56,No
L08863,2017.0,0.5,72.06,No
L08864,3227.0,2.54,84.84,No
L08865,1412.0,0.27,83.2,No
L08866,3005.0,1.7,65.64,No
L08867,895.0,0.1,71.11,No
L08868,38708.82,4.96,60.38,No
L08869,3578.0,0.3,69.34,No
L08870,3516.0,0.8,64.67,No
L08871,2295.0,0.39,70.6,No
L08872,1118.0,0.11,93.35,No
L08873,3201.0,0.21,91.56,No
L08874,3885.0,0.29,87.56,No
L08875,2622.0,0.33,89.84,No
L08876,1531.0,0.15,72.56,No
L08877,2526.0,0.31,78.19,No
L08878,1910.0,0.28,77.94,No
L08879,3945.0,0.43,77.86,No
L08880,589.0,0.1,92.4,No
L08881,1069.0,0.23,97.66,No
L08882,3529.0,0.33,65.43,No
L08883,3563.0,0.27,73.85,No
L08884,4615.0,0.99,68.77,No
L08885,2714.0,0.25,84.28,No
L08886,1627.0,0.24,80.31,No
L08887,4426.0,0.91,90.18,No
L08888,3999.0,0.42,82.24,No
L08889,3647.0,0.26,92.46,No
